Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
357,Kakrapar-2,21.236000,73.351000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,04-01-85,09-01-95,,202,5/24/15 7:54,WNA/IAEA,286
358,Kakrapar-3,21.236000,73.351000,India,IN,Operational,PHWR,PHWR-700,11-22-10,,,630,2/14/21 5:47,WNA/IAEA,986
359,Kakrapar-4,21.236000,73.351000,India,IN,Under Construction,PHWR,PHWR-700,11-22-10,,,630,5/24/15 7:51,WNA/IAEA,987
360,Kalinin-1,57.903000,35.057000,Russia,RU,Operational,PWR,VVER V-338,02-01-77,06-12-85,,950,5/24/15 7:51,WNA/IAEA,489
361,Kalinin-2,57.903000,35.057000,Russia,RU,Operational,PWR,VVER V-338,02-01-82,03-03-87,,950,5/24/15 7:51,WNA/IAEA,490
362,Kalinin-3,57.903000,35.057000,Russia,RU,Operational,PWR,VVER V-320,10-01-85,11-08-05,,950,5/24/15 7:51,WNA/IAEA,495
363,Kalinin-4,57.903000,35.057000,Russia,RU,Operational,PWR,VVER V-320,08-01-86,12-25-12,,950,5/24/15 7:51,WNA/IAEA,496
364,Kalpakkam (PFBR),12.553000,80.174000,India,IN,Under Construction,FBR,Prototype,10-23-04,,,470,5/24/15 7:51,WNA/IAEA,859
365,Kalpakkam-1 (Madras-1 / MAPS1),12.553000,80.174000,India,IN,Suspended Operation,PHWR,Horizontal Pressure Tube type,01-01-71,01-27-84,,202,8/28/23 11:01,WNA/IAEA,304
366,Kalpakkam-2 (Madras-2 / MAPS2),12.553000,80.174000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,10-01-72,03-21-86,,202,5/24/15 7:54,WNA/IAEA,305
367,Kaminoseki-1,,,Japan,JP,Planned,ABWR,,,,,,,WNA,
368,Kaminoseki-2,,,Japan,JP,Planned,ABWR,,,,,,,WNA,
369,KANUPP-1,24.845000,66.790000,Pakistan,PK,Shutdown,PHWR,CANDU-137 MW,08-01-66,12-07-72,08-01-21,125,1/5/22 2:04,WNA/IAEA,427
370,MZFR,49.104000,8.432000,Germany,DE,Shutdown,PHWR,,12-01-61,12-19-66,05-03-84,50,06-07-21,WNA/IAEA,93
371,Kashiwazaki Kariwa-1,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,06-05-80,09-18-85,,1067,9/25/22 1:33,WNA/IAEA,359
372,Kashiwazaki Kariwa-2,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,11-18-85,09-28-90,,1067,9/25/22 1:33,WNA/IAEA,365
373,Kashiwazaki Kariwa-3,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,03-07-89,08-11-93,,1067,9/25/22 1:33,WNA/IAEA,380
374,Kashiwazaki Kariwa-4,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,03-05-90,08-11-94,,1067,9/25/22 1:33,WNA/IAEA,381
375,Kashiwazaki Kariwa-5,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,BWR-5,06-20-85,04-10-90,,1067,9/25/22 1:33,WNA/IAEA,367
376,Kashiwazaki Kariwa-6,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,ABWR,11-03-92,11-07-96,,1315,8/28/23 11:01,WNA/IAEA,383
377,Kashiwazaki Kariwa-7,37.434000,138.598000,Japan,JP,Suspended Operation,BWR,ABWR,07-01-93,07-02-97,,1315,8/28/23 11:01,WNA/IAEA,384
378,Kewaunee,44.470000,-87.498000,United States,US,Shutdown,PWR,WH 2LP (DRYAMB),08-06-68,06-16-74,05-07-13,535,2/11/17 1:58,WNA/IAEA,647
379,Khmelnitski-1,50.301000,26.649000,Ukraine,UA,Operational,PWR,VVER V-320,11-01-81,08-13-88,,950,5/24/15 7:51,WNA/IAEA,573
380,Khmelnitski-2,50.301000,26.649000,Ukraine,UA,Operational,PWR,VVER V-320,02-01-85,12-15-05,,950,5/24/15 7:51,WNA/IAEA,574
381,Khmelnitski-3,50.303056,26.642778,Ukraine,UA,Under Construction,PWR,VVER,03-01-86,,,1035,9/25/17 6:20,IAEA,581
382,Khmelnitski-4,50.303056,26.642778,Ukraine,UA,Under Construction,PWR,VVER,02-01-87,,,1035,9/25/17 6:20,IAEA,582
383,KNK-II,49.098000,8.441000,Germany,DE,Shutdown,FBR,Prototype,09-01-74,03-03-79,08-23-91,18,5/24/15 7:50,WNA/IAEA,135
384,Koeberg-1,-33.677000,18.433000,South Africa,ZA,Operational,PWR,CP1,07-01-76,07-21-84,,921,5/24/15 7:51,WNA/IAEA,836
385,Koeberg-2,-33.677000,18.433000,South Africa,ZA,Operational,PWR,CP1,07-01-76,11-09-85,,921,5/24/15 7:51,WNA/IAEA,837
386,Kola-1,67.467000,32.491000,Russia,RU,Operational,PWR,VVER V-230,05-01-70,12-28-73,,411,5/24/15 7:51,WNA/IAEA,453
387,Kola-2,67.467000,32.491000,Russia,RU,Operational,PWR,VVER V-230,05-01-70,02-21-75,,411,5/24/15 7:51,WNA/IAEA,460
388,Kola-3,67.467000,32.491000,Russia,RU,Operational,PWR,VVER V-213,04-01-77,12-03-82,,411,5/24/15 7:51,WNA/IAEA,491
389,Kola-4,67.467000,32.491000,Russia,RU,Operational,PWR,VVER V-213,08-01-76,12-06-84,,411,5/24/15 7:51,WNA/IAEA,492
390,Kori-1,35.321000,129.295000,South Korea,KR,Shutdown,PWR,WH 60,08-01-72,04-29-78,06-18-17,558,9/25/17 6:19,WNA/IAEA,394
391,Kori-2,35.321000,129.295000,South Korea,KR,Operational,PWR,WH F,12-23-77,07-25-83,,618,4/21/22 23:26,WNA/IAEA,405
392,Kori-3,35.321000,129.295000,South Korea,KR,Operational,PWR,WH F,10-01-79,09-30-85,,1001,4/21/22 23:26,WNA/IAEA,409
393,Kori-4,35.321000,129.295000,South Korea,KR,Operational,PWR,WH F,04-01-80,04-29-86,,1012,4/20/21 5:47,WNA/IAEA,410
394,Kozloduy-1,43.744000,23.776000,Bulgaria,BG,Shutdown,PWR,VVER V-230,04-01-70,10-28-74,12-31-02,408,5/24/15 7:50,WNA/IAEA,16
395,Kozloduy-2,43.744000,23.776000,Bulgaria,BG,Shutdown,PWR,VVER V-230,04-01-70,11-10-75,12-31-02,408,5/24/15 7:50,WNA/IAEA,17
396,Kozloduy-3,43.744000,23.776000,Bulgaria,BG,Shutdown,PWR,VVER V-230,10-01-73,01-20-81,12-31-06,408,5/24/15 7:50,WNA/IAEA,18
397,Kozloduy-4,43.744000,23.776000,Bulgaria,BG,Shutdown,PWR,VVER V-230,10-01-73,06-20-82,12-31-06,408,5/24/15 7:50,WNA/IAEA,19
398,Kozloduy-5,43.744000,23.776000,Bulgaria,BG,Operational,PWR,VVER V-320,07-09-80,12-23-88,,953,4/21/22 23:26,WNA/IAEA,20
399,Kozloduy-6,43.744000,23.776000,Bulgaria,BG,Operational,PWR,VVER V-320,04-01-82,12-30-93,,1003,4/18/20 7:46,WNA/IAEA,21
400,Krsko,45.939000,15.516000,Slovenia,SI,Operational,PWR,WH 2LP,03-30-75,01-01-83,,632,2/11/17 1:57,WNA/IAEA,542
401,Kruemmel,53.410000,10.410000,Germany,DE,Shutdown,BWR,BWR-69,04-05-74,03-28-84,08-06-11,1260,5/24/15 7:50,WNA/IAEA,94
402,Kudankulam-1,8.167000,77.713000,India,IN,Operational,PWR,VVER V-412,03-31-02,12-31-14,,917,5/24/15 7:51,WNA/IAEA,852
403,Kudankulam-2,8.167000,77.713000,India,IN,Operational,PWR,VVER V-412,07-04-02,03-31-17,,917,9/25/17 6:20,WNA/IAEA,853
404,Kudankulam-3,8.167050,77.708000,India,IN,Under Construction,PWR,VVER V-412,06-29-17,,,917,9/25/17 6:20,WNA/IAEA,1059
405,Kudankulam-4,8.166660,77.708000,India,IN,Under Construction,PWR,VVER V-412,10-23-17,,,917,7/1/18 4:21,WNA/IAEA,1060
406,Kudankulam-5,8.166270,77.708000,India,IN,Under Construction,PWR,VVERV412,06-29-21,,,917,9/25/22 1:33,WNA/IAEA,1108
407,Kudankulam-6,8.165880,77.708000,India,IN,Under Construction,PWR,VVERV412,12-20-21,,,917,9/25/22 1:33,WNA/IAEA,1109
408,Kumharia-1,,,India,IN,Planned,PHWR,,,,,,,WNA,
409,Kumharia-2,,,India,IN,Planned,PHWR,,,,,,,WNA,
410,Kumharia-3,,,India,IN,Planned,PHWR,,,,,,,WNA,
411,Kumharia-4,,,India,IN,Planned,PHWR,,,,,,,WNA,
412,Kuosheng-1,25.203000,121.662000,Taiwan,TW,Shutdown,BWR,BWR-6,11-19-75,12-28-81,12-28-21,948,4/21/22 23:26,WNA/IAEA,556
413,Kuosheng-2,25.203000,121.662000,Taiwan,TW,Shutdown,BWR,BWR-6,03-15-76,03-16-83,03-15-23,948,8/28/23 11:01,WNA/IAEA,557
414,Kursk-1,51.674000,35.607000,Russia,RU,Shutdown,LWGR,RBMK-1000,06-01-72,10-12-77,12-19-21,925,9/25/22 1:33,WNA/IAEA,476
415,Kursk-2,51.674000,35.607000,Russia,RU,Operational,LWGR,RBMK-1000,01-01-73,08-17-79,,925,5/24/15 7:51,WNA/IAEA,485
416,Kursk-3,51.674000,35.607000,Russia,RU,Operational,LWGR,RBMK-1000,04-01-78,03-30-84,,925,5/24/15 7:51,WNA/IAEA,497
417,Kursk-4,51.674000,35.607000,Russia,RU,Operational,LWGR,RBMK-1000,05-01-81,02-05-86,,925,5/24/15 7:51,WNA/IAEA,498
418,LaCrosse,43.559000,-91.230000,United States,US,Shutdown,BWR,,03-01-63,11-07-69,04-30-87,50,5/24/15 7:51,WNA/IAEA,710
419,Laguna Verde-1,19.719000,-96.405000,Mexico,MX,Operational,BWR,BWR-5,09-30-76,07-28-90,,780,4/21/22 23:26,WNA/IAEA,420
420,Laguna Verde-2,19.719000,-96.405000,Mexico,MX,Operational,BWR,BWR-5,06-01-77,04-10-95,,780,3/9/16 20:43,WNA/IAEA,421
421,LaSalle-1,41.246000,-88.672000,United States,US,Operational,BWR,BWR-5 (Mark 2),09-10-73,01-01-84,,1078,5/24/15 7:51,WNA/IAEA,692
422,LaSalle-2,41.246000,-88.672000,United States,US,Operational,BWR,BWR-5 (Mark 2),09-10-73,10-19-84,,1078,5/24/15 7:51,WNA/IAEA,693
423,Latina,41.427000,12.808000,Italy,IT,Shutdown,GCR,MAGNOX,11-01-58,01-01-64,12-01-87,200,5/24/15 7:51,WNA/IAEA,318
424,Leibstadt,47.601000,8.183000,Switzerland,CH,Operational,BWR,BWR-6,01-01-74,12-15-84,,960,5/24/15 7:50,WNA/IAEA,59
425,Leningrad 2-1,59.837000,29.039000,Russia,RU,Operational,PWR,VVER V-491,10-25-08,10-29-18,,1066,11-22-19,WNA/IAEA,900
426,Leningrad 2-2,59.837000,29.039000,Russia,RU,Operational,PWR,VVER V-491,04-15-10,03-18-21,,1066,4/30/21 0:49,WNA/IAEA,901
427,Leningrad 2-3,59.837000,29.039000,Russia,RU,Planned,PWR,VVER V-491,,,,1085,,Wikipedia,
428,Leningrad 2-4,59.837000,29.039000,Russia,RU,Planned,PWR,VVER V-491,,,,1085,,Wikipedia,
429,Leningrad-1,59.837000,29.039000,Russia,RU,Shutdown,LWGR,RBMK-1000,03-01-70,11-01-74,12-22-18,925,6/2/19 23:19,WNA/IAEA,474
430,Leningrad-2,59.837000,29.039000,Russia,RU,Shutdown,LWGR,RBMK-1000,06-01-70,02-11-76,11-10-20,925,1/6/21 3:19,WNA/IAEA,475
431,Leningrad-3,59.837000,29.039000,Russia,RU,Operational,LWGR,RBMK-1000,12-01-73,06-29-80,,925,5/24/15 7:51,WNA/IAEA,493
432,Leningrad-4,59.837000,29.039000,Russia,RU,Operational,LWGR,RBMK-1000,02-01-75,08-29-81,,925,5/24/15 7:51,WNA/IAEA,494
433,Lianyungang-1,,,China,CN,Planned,PWR,,,,,,,WNA,
434,Lianyungang-2,,,China,CN,Planned,PWR,,,,,,,WNA,
435,Limerick-1,40.225000,-75.584000,United States,US,Operational,BWR,BWR-4 (Mark 2),06-19-74,02-01-86,,1055,5/24/15 7:51,WNA/IAEA,678
436,Limerick-2,40.225000,-75.584000,United States,US,Operational,BWR,BWR-4 (Mark 2),06-19-74,01-08-90,,1055,5/24/15 7:51,WNA/IAEA,679
437,Lingao-1,22.606000,114.550000,China,CN,Operational,PWR,M310,05-15-97,05-28-02,,950,5/24/15 7:50,WNA/IAEA,67
438,Lingao-2,22.606000,114.550000,China,CN,Operational,PWR,M310,11-28-97,01-08-03,,950,5/24/15 7:50,WNA/IAEA,68
439,Lingao-3,22.609000,114.552000,China,CN,Operational,PWR,CPR-1000,12-15-05,09-15-10,,1007,5/24/15 7:51,WNA/IAEA,878
440,Lingao-4,22.609000,114.552000,China,CN,Operational,PWR,CPR-1000,06-15-06,08-07-11,,1007,5/24/15 7:51,WNA/IAEA,875
441,Lingen,52.483000,7.302000,Germany,DE,Shutdown,BWR,BWR with fossil fuel-fired superheater,10-01-64,10-01-68,01-05-77,183,2/14/21 5:47,WNA/IAEA,133
442,Longyou-1,,,China,CN,Planned,PWR,,,,,,,WNA,
443,Longyou-2,,,China,CN,Planned,PWR,,,,,,,WNA,
444,Loviisa-1,60.372000,26.342000,Finland,FI,Operational,PWR,VVER V-213,05-01-71,05-09-77,,420,5/24/15 7:50,WNA/IAEA,157
445,Loviisa-2,60.372000,26.342000,Finland,FI,Operational,PWR,VVER V-213,08-01-72,01-05-81,,420,5/24/15 7:50,WNA/IAEA,158
446,Lucens,46.693000,6.827000,Switzerland,CH,Shutdown,HWGCR,HWGCR: 2-loops,04-01-62,,01-21-69,6,5/24/15 7:51,WNA/IAEA,966
447,Lungmen-1,25.038000,121.924000,Taiwan,TW,Suspended Construction,BWR,ABWR,03-31-99,,,1300,2/4/21 6:51,WNA/IAEA,560
448,Lungmen-2,25.038000,121.924000,Taiwan,TW,Suspended Construction,BWR,ABWR,08-30-99,,,1300,2/4/21 6:51,WNA/IAEA,561
449,Maanshan-1,25.038000,121.924000,Taiwan,TW,Operational,PWR,WH 3LP (WE 312),08-21-78,07-27-84,,936,4/20/21 5:47,WNA/IAEA,558
450,Maanshan-2,25.038000,121.924000,Taiwan,TW,Operational,PWR,WH 3LP (WE 312),02-21-79,05-18-85,,938,4/20/21 5:47,WNA/IAEA,559
451,Maine Yankee,43.951000,-69.695000,United States,US,Shutdown,PWR,,10-01-68,12-28-72,08-01-97,825,5/24/15 7:51,WNA/IAEA,649
452,McGuire-1,35.433000,-80.946000,United States,US,Operational,PWR,WH 4LP (ICECND),04-01-71,12-01-81,,1180,2/11/17 1:58,WNA/IAEA,690
453,McGuire-2,35.433000,-80.946000,United States,US,Operational,PWR,WH 4LP (ICECND),04-01-71,03-01-84,,1180,2/11/17 1:58,WNA/IAEA,691
454,Mihama-1,35.701000,135.962000,Japan,JP,Shutdown,PWR,WH 2LP,02-01-67,11-28-70,04-27-15,320,2/11/17 1:56,WNA/IAEA,366
455,Mihama-2,35.701000,135.962000,Japan,JP,Shutdown,PWR,M (2-loop),05-29-68,07-25-72,04-27-15,470,5/24/15 7:51,WNA/IAEA,386
456,Mihama-3,35.701000,135.962000,Japan,JP,Operational,PWR,M (3-loop),08-07-72,12-01-76,,780,5/24/15 7:51,WNA/IAEA,338
457,Millstone-1,41.312000,-72.166000,United States,US,Shutdown,BWR,,05-01-66,03-01-71,07-01-98,660,5/24/15 7:51,WNA/IAEA,610
458,Millstone-2,41.312000,-72.166000,United States,US,Operational,PWR,CE 2LP (DRYAMB),11-01-69,12-26-75,,870,2/11/17 1:58,WNA/IAEA,671
459,Millstone-3,41.312000,-72.166000,United States,US,Operational,PWR,WH 4LP (DRYSUB),08-09-74,04-23-86,,1159,2/11/17 1:59,WNA/IAEA,717
460,Mochovce-1,48.261000,18.455000,Slovakia,SK,Operational,PWR,VVER V-213,10-13-83,10-29-98,,408,10/1/21 3:14,WNA/IAEA,550
461,Mochovce-2,48.261000,18.455000,Slovakia,SK,Operational,PWR,VVER V-213,10-13-83,04-11-00,,408,10/1/21 3:14,WNA/IAEA,551
462,Mochovce-3,48.261000,18.455000,Slovakia,SK,Operational,PWR,VVER V-213,01-27-87,,,440,8/28/23 11:01,WNA/IAEA,544
463,Mochovce-4,48.261000,18.455000,Slovakia,SK,Under Construction,PWR,VVER V-213,01-27-87,,,440,5/24/15 7:51,WNA/IAEA,545
464,Monju,35.739000,135.988000,Japan,JP,Shutdown,FBR,,05-10-86,,12-05-17,246,3/10/18 16:51,WNA/IAEA,357
465,Monticello,45.334000,-93.850000,United States,US,Operational,BWR,BWR-3 (Mark 1),06-19-67,06-30-71,,545,2/11/17 1:58,WNA/IAEA,620
466,Muehleberg,46.969000,7.266000,Switzerland,CH,Shutdown,BWR,BWR-4,03-01-67,11-06-72,12-20-19,306,4/18/20 7:46,WNA/IAEA,56
467,Muelheim-Kaerlich,50.409000,7.485000,Germany,DE,Shutdown,PWR,PWR,01-15-75,08-18-87,09-09-88,1219,5/24/15 7:50,WNA/IAEA,96
468,Narora-1,28.156000,78.409000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,12-01-76,01-01-91,,202,5/24/15 7:54,WNA/IAEA,306
469,Narora-2,28.155000,78.409000,India,IN,Operational,PHWR,Horizontal Pressure Tube type,11-01-77,07-01-92,,202,5/24/15 7:54,WNA/IAEA,307
470,Neckarwestheim-1,49.039000,9.176000,Germany,DE,Shutdown,PWR,PWR,02-01-72,12-01-76,08-06-11,805,5/24/15 7:50,WNA/IAEA,88
471,Neckarwestheim-2,49.039000,9.176000,Germany,DE,Shutdown,PWR,Konvoi,11-09-82,04-15-89,04-15-23,1225,8/28/23 11:01,WNA/IAEA,119
472,Niederaichbach,48.604000,12.304000,Germany,DE,Decommissioning Completed,HWGCR,pressure tube reactor,06-01-66,,07-31-74,100,12/30/22 4:21,WNA/IAEA,84
473,Nine Mile Point-1,43.522000,-76.412000,United States,US,Operational,BWR,BWR-2 (Mark 1),04-12-65,12-01-69,,620,5/24/15 7:51,WNA/IAEA,607
474,Nine Mile Point-2,43.522000,-76.412000,United States,US,Operational,BWR,BWR-5 (Mark 2),08-01-75,03-11-88,,1100,5/24/15 7:51,WNA/IAEA,711
475,Ningde-1,27.046000,120.287000,China,CN,Operational,PWR,CPR-1000,02-18-08,04-15-13,,1018,5/24/15 7:51,WNA/IAEA,921
476,Ningde-2,27.046000,120.287000,China,CN,Operational,PWR,CPR-1000,11-12-08,05-04-14,,1018,5/24/15 7:51,WNA/IAEA,922
477,Ningde-3,27.046000,120.287000,China,CN,Operational,PWR,CPR-1000,01-08-10,06-10-15,,1018,8/23/15 6:28,WNA/IAEA,923
478,Ningde-4,27.046000,120.287000,China,CN,Operational,PWR,CPR-1000,09-29-10,07-21-16,,1018,10/4/16 1:05,WNA/IAEA,924
479,Ningde-5,27.046000,120.287000,China,CN,Planned,PWR,CPR-1000,,,,,,WNA/Wikipedia,
480,Ningde-6,27.046000,120.287000,China,CN,Planned,PWR,CPR-1000,,,,,,WNA/Wikipedia,
481,Nizhny Novgorod-1,55.786863,42.372150,Russia,RU,Planned,PWR,,,,,,06-07-21,WNA,
482,Nizhny Novgorod-2,55.787102,42.372150,Russia,RU,Planned,PWR,,,,,,06-07-21,WNA,
483,Nogent-1,48.517000,3.520000,France,FR,Operational,PWR,P4 REP 1300,05-26-81,02-24-88,,1310,5/24/15 7:51,WNA/IAEA,215
484,Nogent-2,48.517000,3.520000,France,FR,Operational,PWR,P4 REP 1300,01-01-82,05-01-89,,1310,5/24/15 7:51,WNA/IAEA,216
485,North Anna-1,38.061000,-77.792000,United States,US,Operational,PWR,WH 3LP (DRYSUB),02-19-71,06-06-78,,907,2/11/17 1:58,WNA/IAEA,672
486,North Anna-2,38.061000,-77.792000,United States,US,Operational,PWR,WH 3LP (DRYSUB),02-19-71,12-14-80,,907,2/11/17 1:58,WNA/IAEA,673
487,Novovoronezh 2-1,51.273000,39.197000,Russia,RU,Operational,PWR,VVER V-392M,06-24-08,02-27-17,,1114,11-22-19,WNA/IAEA,898
488,Novovoronezh 2-2,51.273000,39.197000,Russia,RU,Operational,PWR,VVER V-392M,07-12-09,10-31-19,,1114,4/18/20 7:46,WNA/IAEA,899
489,Novovoronezh-1,51.275000,39.206000,Russia,RU,Shutdown,PWR,VVER V-210,07-01-57,12-31-64,02-16-88,197,7/1/18 4:21,WNA/IAEA,499
490,Novovoronezh-2,51.275000,39.206000,Russia,RU,Shutdown,PWR,VVER V-365,06-01-64,04-14-70,08-29-90,336,7/1/18 4:21,WNA/IAEA,513
491,Novovoronezh-3,51.275000,39.206000,Russia,RU,Shutdown,PWR,VVER V-179,07-01-67,06-29-72,12-25-16,385,2/11/17 1:57,WNA/IAEA,519
492,Novovoronezh-4,51.275000,39.206000,Russia,RU,Operational,PWR,VVER V-179,07-01-67,03-24-73,,385,5/24/15 7:51,WNA/IAEA,448
493,Novovoronezh-5,52.381000,39.211000,Russia,RU,Operational,PWR,VVER V-187,03-01-74,02-20-81,,950,5/24/15 7:51,WNA/IAEA,483
494,Obrigheim,49.365000,9.077000,Germany,DE,Shutdown,PWR,,03-15-65,03-31-69,05-11-05,283,5/24/15 7:50,WNA/IAEA,121
495,Oconee-1,34.796000,-82.894000,United States,US,Operational,PWR,B&W LLP (DRYAMB),11-06-67,07-15-73,,887,2/11/17 1:58,WNA/IAEA,624
496,Oconee-2,34.796000,-82.894000,United States,US,Operational,PWR,B&W LLP (DRYAMB),11-06-67,09-09-74,,887,2/11/17 1:58,WNA/IAEA,625
497,Oconee-3,34.796000,-82.894000,United States,US,Operational,PWR,B&W LLP (DRYAMB),11-06-67,12-16-74,,887,2/11/17 1:58,WNA/IAEA,636
498,Ohi-1,35.544000,135.652000,Japan,JP,Shutdown,PWR,WH 4LP,10-26-72,03-27-79,03-01-18,1120,6/2/19 23:19,WNA/IAEA,339
499,Ohi-2,35.544000,135.652000,Japan,JP,Shutdown,PWR,WH 4LP,12-08-72,12-05-79,03-01-18,1120,6/2/19 23:19,WNA/IAEA,343
500,Ohi-3,35.544000,135.652000,Japan,JP,Operational,PWR,M (4-loop),10-03-87,12-18-91,,1127,5/24/15 7:51,WNA/IAEA,378
501,Ohi-4,35.544000,135.652000,Japan,JP,Operational,PWR,M (4-loop),06-13-88,02-02-93,,1127,5/24/15 7:51,WNA/IAEA,379
502,Ohma,41.507000,140.909000,Japan,JP,Under Construction,BWR,ABWR,05-07-10,,,1328,2/11/17 1:59,WNA/IAEA,867
503,Oldbury-A1,51.649000,-2.567000,United Kingdom,GB,Shutdown,GCR,MAGNOX,05-01-62,12-31-67,02-29-12,300,5/24/15 7:51,WNA/IAEA,237
504,Oldbury-A2,51.649000,-2.567000,United Kingdom,GB,Shutdown,GCR,MAGNOX,05-01-62,09-30-68,06-30-11,300,5/24/15 7:51,WNA/IAEA,238
505,Olkiluoto-1,61.235000,21.444000,Finland,FI,Operational,BWR,"AA-III, BWR-2500",02-01-74,10-10-79,,660,3/10/18 16:51,WNA/IAEA,159
506,Olkiluoto-2,61.235000,21.444000,Finland,FI,Operational,BWR,"AA-III, BWR-2500",11-01-75,07-10-82,,660,3/10/18 16:51,WNA/IAEA,160
507,Olkiluoto-3,61.234000,21.435000,Finland,FI,Operational,PWR,EPR,08-12-05,,,1600,4/21/22 23:26,WNA/IAEA,860
508,Olkiluoto-4,61.234352,21.436287,Finland,FI,Planned,,,,,,,,WNA,
509,Onagawa-1,38.400000,141.504000,Japan,JP,Shutdown,BWR,BWR-4,07-08-80,06-01-84,12-21-18,498,2/14/21 5:47,WNA/IAEA,347
510,Onagawa-2,38.400000,141.504000,Japan,JP,Suspended Operation,BWR,BWR-5,04-12-91,07-28-95,,796,8/28/23 11:01,WNA/IAEA,382
511,Onagawa-3,38.400000,141.504000,Japan,JP,Suspended Operation,BWR,BWR-5,01-23-98,01-30-02,,796,12/30/22 4:21,WNA/IAEA,385
512,Oskarshamn-1,57.415000,16.666000,Sweden,SE,Shutdown,BWR,AA-I,08-01-66,02-06-72,06-19-17,440,3/10/18 16:51,WNA/IAEA,534
513,Oskarshamn-2,57.415000,16.666000,Sweden,SE,Shutdown,BWR,AA-II,09-01-69,01-01-75,12-22-16,580,3/10/18 16:51,WNA/IAEA,535
514,Oskarshamn-3,57.415000,16.666000,Sweden,SE,Operational,BWR,"AA-IV, BWR-3000",05-01-80,08-15-85,,1050,3/10/18 16:51,WNA/IAEA,531
515,Oyster Creek,39.815000,-74.208000,United States,US,Shutdown,BWR,BWR-2 (Mark 1),12-15-64,12-01-69,09-17-18,650,10/14/18 1:30,WNA/IAEA,606
516,Paks-1,46.574000,18.855000,Hungary,HU,Operational,PWR,VVER V-213,08-01-74,08-10-83,,408,5/24/15 7:51,WNA/IAEA,278
517,Paks-2,46.574000,18.855000,Hungary,HU,Operational,PWR,VVER V-213,08-01-74,11-14-84,,410,5/24/15 7:51,WNA/IAEA,279
518,Paks-3,46.574000,18.855000,Hungary,HU,Operational,PWR,VVER V-213,10-01-79,12-01-86,,410,5/24/15 7:51,WNA/IAEA,280
519,Paks-4,46.574000,18.855000,Hungary,HU,Operational,PWR,VVER V-213,10-01-79,11-01-87,,410,5/24/15 7:51,WNA/IAEA,281
520,Palisades,42.323000,-86.316000,United States,US,Shutdown,PWR,CE 2LP (DRYAMB),03-12-67,,05-20-22,805,9/25/22 1:33,WNA/IAEA,616
521,Palo Verde-1,33.387000,-112.863000,United States,US,Operational,PWR,CE80 2LP (DRYAMB),05-25-76,01-28-86,,1221,2/11/17 1:59,WNA/IAEA,789
522,Palo Verde-2,33.387000,-112.863000,United States,US,Operational,PWR,CE80 2LP (DRYAMB),06-01-76,09-19-86,,1304,2/11/17 1:59,WNA/IAEA,790
523,Palo Verde-3,33.387000,-112.863000,United States,US,Operational,PWR,CE80 2LP (DRYAMB),06-01-76,01-08-88,,1304,2/11/17 1:59,WNA/IAEA,791
524,Paluel-1,49.857000,0.635000,France,FR,Operational,PWR,P4 REP 1300,08-15-77,12-01-85,,1330,5/24/15 7:50,WNA/IAEA,191
525,Paluel-2,49.857000,0.635000,France,FR,Operational,PWR,P4 REP 1300,01-01-78,12-01-85,,1330,5/24/15 7:50,WNA/IAEA,192
526,Paluel-3,49.857000,0.635000,France,FR,Operational,PWR,P4 REP 1300,02-01-79,02-01-86,,1330,5/24/15 7:50,WNA/IAEA,193
527,Paluel-4,49.857000,0.635000,France,FR,Operational,PWR,P4 REP 1300,02-01-80,06-01-86,,1330,5/24/15 7:50,WNA/IAEA,194
528,Pathfinder,43.603000,-96.636000,United States,US,Shutdown,BWR,Prototype,01-01-59,08-01-66,10-01-67,59,2/11/17 1:57,WNA/IAEA,598
529,Peach Bottom-1,39.759000,-76.270000,United States,US,Shutdown,HTGR,,02-01-62,06-01-67,11-01-74,40,5/24/15 7:51,WNA/IAEA,603
530,Peach Bottom-2,39.759000,-76.270000,United States,US,Operational,BWR,BWR-4 (Mark 1),01-31-68,07-05-74,,1065,5/24/15 7:51,WNA/IAEA,629
531,Peach Bottom-3,39.759000,-76.270000,United States,US,Operational,BWR,BWR-4 (Mark 1),01-31-68,12-23-74,,1065,5/24/15 7:51,WNA/IAEA,630
532,Pengze-1,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
533,Pengze-2,,,China,CN,Planned,PWR,AP-1000,,,,,,WNA,
534,Penly-1,49.975000,1.215000,France,FR,Operational,PWR,P4 REP 1300,09-01-82,12-01-90,,1330,5/24/15 7:51,WNA/IAEA,221
535,Penly-2,49.975000,1.215000,France,FR,Operational,PWR,P4 REP 1300,08-01-84,11-01-92,,1330,5/24/15 7:51,WNA/IAEA,222
